Mod:Item:MetaData, Localized Name
extraplanets:tier5_items:12, 火山岩锭
extraplanets:t5key:0, 五阶宝箱钥匙
extraplanets:nickel_battery, 镍电池
extraplanets:item_tier6_rocket:0, 六阶火箭
extraplanets:item_tier6_rocket:1, 六阶火箭
extraplanets:item_tier6_rocket:2, 六阶火箭
extraplanets:item_tier6_rocket:3, 六阶火箭
extraplanets:item_tier6_rocket:4, 六阶火箭
extraplanets:schematic_tier6:0, NASA 工程图
extraplanets:nose_cone_tier6:0, 六阶鼻锥
extraplanets:tier6_items:0, 六阶火箭引擎
extraplanets:tier6_items:1, 六阶助推器
extraplanets:tier6_items:2, 六阶火箭尾翼
extraplanets:tier6_items:3, 重装防护板
extraplanets:tier6_items:4, 致密镁板
extraplanets:tier6_items:5, 镁锭
extraplanets:t6key:0, 六阶宝箱钥匙
extraplanets:item_tier7_rocket:0, 七阶火箭
extraplanets:item_tier7_rocket:1, 七阶火箭
extraplanets:item_tier7_rocket:2, 七阶火箭
extraplanets:item_tier7_rocket:3, 七阶火箭
extraplanets:item_tier7_rocket:4, 七阶火箭
extraplanets:schematic_tier7:0, NASA 工程图
extraplanets:nose_cone_tier7:0, 七阶鼻锥
extraplanets:tier7_items:0, 七阶火箭引擎
extraplanets:tier7_items:1, 七阶助推器
extraplanets:tier7_items:2, 七阶火箭尾翼
extraplanets:tier7_items:3, 重装防护板
extraplanets:tier7_items:4, 致密水晶板
extraplanets:tier7_items:5, 水晶锭
extraplanets:tier7_items:6, 强化致密水晶板
extraplanets:tier7_items:7, 白色宝石
extraplanets:t7key:0, 七阶宝箱钥匙
extraplanets:item_tier8_rocket:0, 八阶火箭
extraplanets:item_tier8_rocket:1, 八阶火箭
extraplanets:item_tier8_rocket:2, 八阶火箭
extraplanets:item_tier8_rocket:3, 八阶火箭
extraplanets:item_tier8_rocket:4, 八阶火箭
extraplanets:schematic_tier8:0, NASA 工程图
extraplanets:nose_cone_tier8:0, 八阶鼻锥
extraplanets:tier8_items:0, 八阶火箭引擎
extraplanets:tier8_items:1, 八阶助推器
extraplanets:tier8_items:2, 八阶火箭尾翼
extraplanets:tier8_items:3, 重装防护板
extraplanets:tier8_items:4, 致密锌板
extraplanets:tier8_items:5, 锌锭
extraplanets:tier8_items:6, 蓝色宝石
extraplanets:t8key:0, 八阶宝箱钥匙
extraplanets:zinc_battery, 锌电池
extraplanets:item_tier9_rocket:0, 九阶火箭
extraplanets:item_tier9_rocket:1, 九阶火箭
extraplanets:item_tier9_rocket:2, 九阶火箭
extraplanets:item_tier9_rocket:3, 九阶火箭
extraplanets:item_tier9_rocket:4, 九阶火箭
extraplanets:schematic_tier9:0, NASA 工程图
extraplanets:nose_cone_tier9:0, 九阶鼻锥
extraplanets:tier9_items:0, 九阶火箭引擎
extraplanets:tier9_items:1, 九阶助推器
extraplanets:tier9_items:2, 九阶火箭尾翼
extraplanets:tier9_items:3, 重装防护板
extraplanets:tier9_items:4, 致密钨板
extraplanets:tier9_items:5, 钨锭
extraplanets:t9key:0, 九阶宝箱钥匙
extraplanets:item_tier10_rocket:0, 十阶火箭
extraplanets:item_tier10_rocket:1, 十阶火箭
extraplanets:item_tier10_rocket:2, 十阶火箭
extraplanets:item_tier10_rocket:3, 十阶火箭
extraplanets:item_tier10_rocket:4, 十阶火箭
extraplanets:schematic_tier10:0, NASA 工程图
extraplanets:nose_cone_tier10:0, 十阶鼻锥
extraplanets:tier10_items:0, 十阶火箭引擎
extraplanets:tier10_items:1, 十阶助推器
extraplanets:tier10_items:2, 十阶火箭尾翼
extraplanets:tier10_items:3, 重装防护板
extraplanets:tier10_items:4, 致密玄铁板
extraplanets:tier10_items:5, 玄铁锭
extraplanets:t10key:0, 十阶宝箱钥匙
extraplanets:schematic_tier10_electric_rocket:0, NASA 工程图
extraplanets:tier11_items:0, 蓝色钻石
extraplanets:tier11_items:1, 红色钻石
extraplanets:tier11_items:2, 紫色钻石
extraplanets:tier11_items:3, 黄色钻石
extraplanets:tier11_items:4, 绿色钻石
extraplanets:tier11_items:5, 铂锭
extraplanets:tier11_items:6, 致密铂板
extraplanets:tier11_items:7, 蓝色木棍
extraplanets:tier11_items:8, 红色木棍
extraplanets:tier11_items:9, 紫色木棍
extraplanets:tier11_items:10, 黄色木棍
extraplanets:tier11_items:11, 绿色木棍
extraplanets:tier11_items:12, 棕色木棍
extraplanets:apple_diamond:0, 钻石苹果
extraplanets:apple_diamond:1, 钻石苹果
extraplanets:apple_iron:0, 铁苹果
extraplanets:apple_iron:1, 铁苹果
extraplanets:thermal_cloth:0, 三阶热防护布料
extraplanets:thermal_cloth:1, 四阶热防护布料
extraplanets:thermal_cloth:2, 五阶热防护布料
extraplanets:tier3_thermal_padding:0, 三阶热防护头盔
extraplanets:tier3_thermal_padding:1, 三阶热防护胸甲
extraplanets:tier3_thermal_padding:2, 三阶热防护护腿
extraplanets:tier3_thermal_padding:3, 三阶热防护靴子
extraplanets:tier4_thermal_padding:0, 四阶热防护头盔
extraplanets:tier4_thermal_padding:1, 四阶热防护胸甲
extraplanets:tier4_thermal_padding:2, 四阶热防护护腿
extraplanets:tier4_thermal_padding:3, 四阶热防护靴子
extraplanets:tier5_thermal_padding:0, 五阶热防护头盔
extraplanets:tier5_thermal_padding:1, 五阶热防护胸甲
extraplanets:tier5_thermal_padding:2, 五阶热防护护腿
extraplanets:tier5_thermal_padding:3, 五阶热防护靴子
extraplanets:advanced_battery, 高级电池
extraplanets:ultimate_battery, 终极电池
extraplanets:massive_battery, 究极电池
extraplanets:oxygen_tank_very_heavy_full, 超重型氧气罐
extraplanets:oxygen_tank_extremely_heavy_full, 极重型氧气罐
extraplanets:tier1_pressure_layer:0, 一阶抗压层
extraplanets:tier2_pressure_layer:0, 二阶抗压层
extraplanets:tier3_pressure_layer:0, 三阶抗压层
extraplanets:tier4_pressure_layer:0, 四阶抗压层
extraplanets:tier1_radiation_layer:0, 一阶防辐射层
extraplanets:tier2_radiation_layer:0, 二阶防辐射层
extraplanets:tier3_radiation_layer:0, 三阶防辐射层
extraplanets:tier4_radiation_layer:0, 四阶防辐射层
extraplanets:tier1_armor_layer:0, 一阶装甲层
extraplanets:tier2_armor_layer:0, 二阶装甲层
extraplanets:tier3_armor_layer:0, 三阶装甲层
extraplanets:tier4_armor_layer:0, 四阶装甲层
extraplanets:tier1_un_prepared_space_suit_helmet:0, 一阶未完成太空服头盔
extraplanets:tier1_un_prepared_space_suit_chest:0, 一阶未完成太空服胸甲
extraplanets:tier1_un_prepared_space_suit_legings:0, 一阶未完成太空服护腿
extraplanets:tier1_un_prepared_space_suit_boots:0, 一阶未完成太空服靴子
extraplanets:tier2_un_prepared_space_suit_helmet:0, 二阶未完成太空服头盔
extraplanets:tier2_un_prepared_space_suit_chest:0, 二阶未完成太空服胸甲
extraplanets:tier2_un_prepared_space_suit_legings:0, 二阶未完成太空服护腿
extraplanets:tier2_un_prepared_space_suit_boots:0, 二阶未完成太空服靴子
extraplanets:tier3_un_prepared_space_suit_helmet:0, 三阶未完成太空服头盔
extraplanets:tier3_un_prepared_space_suit_chest:0, 三阶未完成太空服胸甲
extraplanets:tier3_un_prepared_space_suit_legings:0, 三阶未完成太空服护腿
extraplanets:tier3_un_prepared_space_suit_boots:0, 三阶未完成太空服靴子
extraplanets:tier4_un_prepared_space_suit_helmet:0, 四阶未完成太空服头盔
extraplanets:tier4_un_prepared_space_suit_chest:0, 四阶未完成太空服胸甲
extraplanets:tier4_un_prepared_space_suit_legings:0, 四阶未完成太空服护腿
extraplanets:tier4_un_prepared_space_suit_boots:0, 四阶未完成太空服靴子
extraplanets:module_items:0, 无摔落伤害模块
extraplanets:module_items:1, 氧气控制器
extraplanets:module_items:2, 太空齿轮控制器
extraplanets:iodide_salt:0, 碘盐
extraplanets:potassium_iodide:0, 碘化钾
extraplanets:potassium:0, 钾
extraplanets:potash_shards:0, 草木灰碎片
extraplanets:anti_radiation:0, 防辐射药剂
extraplanets:mars_rover, 火星漫游车
extraplanets:schematic_mars_rover, NASA 工程图
extraplanets:venus_rover, 金星漫游车
extraplanets:schematic_venus_rover, NASA 工程图
extraplanets:electric_parts:0, 一阶电池
extraplanets:electric_parts:1, 二阶电池
extraplanets:electric_parts:2, 一阶轮子
extraplanets:electric_parts:3, 二阶轮子
extraplanets:canned_food:0, 罐头食品
extraplanets:canned_food:1, 罐头食品
extraplanets:canned_food:2, 罐头食品
extraplanets:canned_food:3, 罐头食品
extraplanets:wafer:0, 钻石晶圆
extraplanets:wafer:1, 碳晶圆
extraplanets:wafer:2, 钛晶圆
extraplanets:wafer:3, 红色宝石晶圆
extraplanets:wafer:4, 蓝色宝石晶圆
extraplanets:wafer:5, 白色宝石晶圆
extraplanets:ingot_lead:0, 铅锭
extraplanets:cloth:0, 布
extraplanets:tools:0, 巨锤
extraplanets:tools:1, 砂轮
extraplanets:tools:2, 线网
extraplanets:tools:3, 过滤器
extraplanets:gravity_controller:0, 重力控制器
extraplanets:tier1_kit:0, 一阶全套工具箱
extraplanets:tier1_kit:1, 一阶基础工具箱
extraplanets:tier1_kit:2, 一阶全套工具箱（无氧气设备）
extraplanets:tier1_kit:3, 一阶全套工具箱（无热防护套装）
extraplanets:tier1_kit:4, 一阶氧气设备工具箱
extraplanets:tier1_kit:5, 一阶热防护套装工具箱
extraplanets:tier2_kit:0, 二阶全套工具箱
extraplanets:tier2_kit:1, 二阶基础工具箱
extraplanets:tier2_kit:2, 二阶全套工具箱（无氧气设备）
extraplanets:tier2_kit:3, 二阶全套工具箱（无热防护套装）
extraplanets:tier2_kit:4, 二阶氧气设备工具箱
extraplanets:tier2_kit:5, 二阶热防护套装工具箱
extraplanets:tier3_kit:0, 三阶全套工具箱
extraplanets:tier3_kit:1, 三阶基础工具箱
extraplanets:tier3_kit:2, 三阶全套工具箱（无氧气设备）
extraplanets:tier3_kit:3, 三阶全套工具箱（无热防护套装）
extraplanets:tier3_kit:4, 三阶氧气设备工具箱
extraplanets:tier3_kit:5, 三阶热防护套装工具箱
extraplanets:tier4_kit:0, 四阶全套工具箱
extraplanets:tier4_kit:1, 四阶基础工具箱
extraplanets:tier4_kit:2, 四阶全套工具箱（无氧气设备）
extraplanets:tier4_kit:3, 四阶全套工具箱（无热防护套装）
extraplanets:tier4_kit:4, 四阶氧气设备工具箱
extraplanets:tier4_kit:5, 四阶热防护套装工具箱
extraplanets:tier5_kit:0, 五阶全套工具箱
extraplanets:tier5_kit:1, 五阶基础工具箱
extraplanets:tier5_kit:2, 五阶全套工具箱（无氧气设备）
extraplanets:tier5_kit:3, 五阶全套工具箱（无热防护套装）
extraplanets:tier5_kit:4, 五阶氧气设备工具箱
extraplanets:tier5_kit:5, 五阶热防护套装工具箱
extraplanets:item_tier10_electric_rocket:0, 十阶电力火箭
extraplanets:item_tier10_electric_rocket:1, 十阶电力火箭
extraplanets:item_tier10_electric_rocket:2, 十阶电力火箭
extraplanets:item_tier10_electric_rocket:3, 十阶电力火箭
extraplanets:item_tier10_electric_rocket:4, 十阶电力火箭
extraplanets:geiger_counter:0, 盖氏计量器
extraplanets:white_sugar_cane_item, 白色甘蔗
extraplanets:chocolate_bar, 巧克力棒
extraplanets:caramel_bar, 焦糖棒
extraplanets:oxygen_tank_light_full_black, 轻型氧气罐
extraplanets:oxygen_tank_light_full_red, 轻型氧气罐
extraplanets:oxygen_tank_light_full_green, 轻型氧气罐
extraplanets:oxygen_tank_light_full_brown, 轻型氧气罐
extraplanets:oxygen_tank_light_full_blue, 轻型氧气罐
extraplanets:oxygen_tank_light_full_purple, 轻型氧气罐
extraplanets:oxygen_tank_light_full_cyan, 轻型氧气罐
extraplanets:oxygen_tank_light_full_light_gray, 轻型氧气罐
extraplanets:oxygen_tank_light_full_gray, 轻型氧气罐
extraplanets:oxygen_tank_light_full_pink, 轻型氧气罐
extraplanets:oxygen_tank_light_full_yellow, 轻型氧气罐
extraplanets:oxygen_tank_light_full_light_blue, 轻型氧气罐
extraplanets:oxygen_tank_light_full_magenta, 轻型氧气罐
extraplanets:oxygen_tank_light_full_orange, 轻型氧气罐
extraplanets:oxygen_tank_light_full_white, 轻型氧气罐
extraplanets:oxygen_tank_med_full_black, 中型氧气罐
extraplanets:oxygen_tank_med_full_red, 中型氧气罐
extraplanets:oxygen_tank_med_full_green, 中型氧气罐
extraplanets:oxygen_tank_med_full_brown, 中型氧气罐
extraplanets:oxygen_tank_med_full_blue, 中型氧气罐
extraplanets:oxygen_tank_med_full_purple, 中型氧气罐
extraplanets:oxygen_tank_med_full_cyan, 中型氧气罐
extraplanets:oxygen_tank_med_full_light_gray, 中型氧气罐
extraplanets:oxygen_tank_med_full_gray, 中型氧气罐
extraplanets:oxygen_tank_med_full_pink, 中型氧气罐
extraplanets:oxygen_tank_med_full_yellow, 中型氧气罐
extraplanets:oxygen_tank_med_full_light_blue, 中型氧气罐
extraplanets:oxygen_tank_med_full_magenta, 中型氧气罐
extraplanets:oxygen_tank_med_full_lime, 中型氧气罐
extraplanets:oxygen_tank_med_full_white, 中型氧气罐
extraplanets:oxygen_tank_heavy_full_black, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_lime, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_green, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_brown, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_blue, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_purple, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_cyan, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_light_gray, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_gray, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_pink, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_yellow, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_light_blue, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_magenta, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_orange, 重型氧气罐
extraplanets:oxygen_tank_heavy_full_white, 重型氧气罐
mekanism:electricbow, 电动弓
mekanism:dust:0, 铁粉
mekanism:dust:1, 金粉
mekanism:dust:2, 锇粉
mekanism:dust:3, 铜粉
mekanism:dust:4, 锡粉
mekanism:dust:5, 银粉
mekanism:dust:6, 铅粉
mekanism:ingot:0, 强化黑曜石锭
mekanism:ingot:1, 锇锭
mekanism:ingot:2, 青铜锭
mekanism:ingot:3, 荧石锭
mekanism:ingot:4, 钢锭
mekanism:ingot:5, 铜锭
mekanism:ingot:6, 锡锭
mekanism:nugget:0, 强化黑曜石粒
mekanism:nugget:1, 锇粒
mekanism:nugget:2, 青铜块
mekanism:nugget:3, 荧石粒
mekanism:nugget:4, 钢粒
mekanism:nugget:5, 铜粒
mekanism:nugget:6, 锡粒
mekanism:energytablet, 能量板
mekanism:speedupgrade, 速度升级
mekanism:energyupgrade, 能量升级
mekanism:filterupgrade, 过滤升级
mekanism:mufflingupgrade, 降噪升级
mekanism:gasupgrade, 气体升级
mekanism:anchorupgrade, 锚升级
mekanism:robit, 机器人
mekanism:atomicdisassembler, 原子分解机
mekanism:enrichedalloy, 富集合金
mekanism:reinforcedalloy, 强化合金
mekanism:atomicalloy, 原子合金
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, 基础控制电路
mekanism:controlcircuit:1, 高级控制电路
mekanism:controlcircuit:2, 精英控制电路
mekanism:controlcircuit:3, 终极控制电路
mekanism:enrichediron, 富集铁
mekanism:compressedcarbon, 压缩碳
mekanism:compressedredstone, 压缩红石
mekanism:compresseddiamond, 压缩钻石
mekanism:compressedobsidian, 压缩黑曜石
mekanism:portableteleporter, 便携传送器
mekanism:teleportationcore, 传送核心
mekanism:clump:0, 铁碎块
mekanism:clump:1, 金碎块
mekanism:clump:2, 锇碎块
mekanism:clump:3, 铜碎块
mekanism:clump:4, 锡碎块
mekanism:clump:5, 银碎块
mekanism:clump:6, 铅碎块
mekanism:dirtydust:0, 污浊的铁粉
mekanism:dirtydust:1, 污浊的金粉
mekanism:dirtydust:2, 污浊的锇粉
mekanism:dirtydust:3, 污浊的铜粉
mekanism:dirtydust:4, 污浊的锡粉
mekanism:dirtydust:5, 污浊的银粉
mekanism:dirtydust:6, 污浊的铅粉
mekanism:configurator, 调整器
mekanism:networkreader, 网络读取器
mekanism:walkietalkie, 步话机
mekanism:jetpack, 喷射背包
mekanism:dictionary, 辞典
mekanism:gasmask, 潜水面具
mekanism:scubatank, 潜水罐
mekanism:balloon:0, §8黑色 气球
mekanism:balloon:1, §c红色 气球
mekanism:balloon:2, §2绿色 气球
mekanism:balloon:3, §6棕色 气球
mekanism:balloon:4, §1蓝色 气球
mekanism:balloon:5, §5紫色 气球
mekanism:balloon:6, §3青色 气球
mekanism:balloon:7, §7淡灰色 气球
mekanism:balloon:8, §8灰色 气球
mekanism:balloon:9, §d粉色 气球
mekanism:balloon:10, §a黄绿色 气球
mekanism:balloon:11, §e黄色 气球
mekanism:balloon:12, §9淡蓝色 气球
mekanism:balloon:13, §d品红色 气球
mekanism:balloon:14, §6橙色 气球
mekanism:balloon:15, §f白色 气球
mekanism:shard:0, 铁碎片
mekanism:shard:1, 金碎片
mekanism:shard:2, 锇碎片
mekanism:shard:3, 铜碎片
mekanism:shard:4, 锡碎片
mekanism:shard:5, 银碎片
mekanism:shard:6, 铅碎片
mekanism:electrolyticcore, 电解核心
mekanism:sawdust, 锯屑
mekanism:salt, 盐
mekanism:crystal:0, 铁晶体
mekanism:crystal:1, 金晶体
mekanism:crystal:2, 锇晶体
mekanism:crystal:3, 铜晶体
mekanism:crystal:4, 锡晶体
mekanism:crystal:5, 银晶体
mekanism:crystal:6, 铅晶体
mekanism:freerunners, 自由助跑器
mekanism:armoredjetpack, 装甲喷气背包
mekanism:configurationcard, 配置卡
mekanism:craftingformula, 合成配方
mekanism:seismicreader, 地震读取器
mekanism:substrate, 基片
mekanism:polyethene:0, HDPE 弹
mekanism:polyethene:1, HDPE 棒
mekanism:polyethene:2, HDPE 纸
mekanism:polyethene:3, 塑料棒
mekanism:biofuel, 生物燃料
mekanism:flamethrower, 喷火器
mekanism:gaugedropper, 滴量器
mekanism:tierinstaller:0, 基础工厂安装器
mekanism:tierinstaller:1, 高级工厂安装器
mekanism:tierinstaller:2, 精英工厂安装器
mekanism:tierinstaller:3, 终极工厂安装器
mekanism:otherdust:0, 钻石粉
mekanism:otherdust:1, 钢粉
mekanism:otherdust:3, 硫粉
mekanism:otherdust:4, 锂粉
mekanism:otherdust:5, 强化黑曜石粉
mekanism:otherdust:6, 黑曜石粉
mekanism:basicblock:0, 锇方块
mekanism:basicblock:1, 青铜方块
mekanism:basicblock:2, 强化黑曜石
mekanism:basicblock:3, 木炭块
mekanism:basicblock:4, 强化荧石
mekanism:basicblock:5, 钢方块
mekanism:basicblock:6, 基础箱柜
mekanism:basicblock:6, 高级箱柜
mekanism:basicblock:6, 精英箱柜
mekanism:basicblock:6, 终极箱柜
mekanism:basicblock:6, 创造箱柜
mekanism:basicblock:7, 传送框架
mekanism:basicblock:8, 钢质机壳
mekanism:basicblock:9, 动态储罐
mekanism:basicblock:10, 结构玻璃
mekanism:basicblock:11, 动态阀门
mekanism:basicblock:12, 铜块
mekanism:basicblock:13, 锡块
mekanism:basicblock:14, 热力蒸馏控制器
mekanism:basicblock:15, 热力蒸馏阀门
mekanism:basicblock2:0, 热力蒸馏方块
mekanism:basicblock2:1, 输导套管
mekanism:basicblock2:2, 输导端口
mekanism:basicblock2:3, 基础输导元件
mekanism:basicblock2:3, 高级输导元件
mekanism:basicblock2:3, 精英输导元件
mekanism:basicblock2:3, 终极输导元件
mekanism:basicblock2:4, 基础输导供应器
mekanism:basicblock2:4, 高级输导供应器
mekanism:basicblock2:4, 精英输导供应器
mekanism:basicblock2:4, 终极输导供应器
mekanism:basicblock2:5, 热导元件
mekanism:basicblock2:6, 分压元件
mekanism:basicblock2:7, 锅炉外壳
mekanism:basicblock2:8, 锅炉阀门
mekanism:basicblock2:9, 机密桌
mekanism:machineblock:0, 富集仓
mekanism:machineblock:1, 锇压缩机
mekanism:machineblock:2, 融合机
mekanism:machineblock:3, 粉碎机
mekanism:machineblock:4, 数字型采矿机
mekanism:machineblock:5, 基础 熔炼 工厂
mekanism:machineblock:5, 基础 富集 工厂
mekanism:machineblock:5, 基础 粉碎 工厂
mekanism:machineblock:5, 基础 压缩 工厂
mekanism:machineblock:5, 基础 融合 工厂
mekanism:machineblock:5, 基础 提纯 工厂
mekanism:machineblock:5, 基础 压射 工厂
mekanism:machineblock:5, 基础 灌注 工厂
mekanism:machineblock:5, 基础 锯割 工厂
mekanism:machineblock:6, 高级 熔炼 工厂
mekanism:machineblock:6, 高级 富集 工厂
mekanism:machineblock:6, 高级 粉碎 工厂
mekanism:machineblock:6, 高级 压缩 工厂
mekanism:machineblock:6, 高级 融合 工厂
mekanism:machineblock:6, 高级 提纯 工厂
mekanism:machineblock:6, 高级 压射 工厂
mekanism:machineblock:6, 高级 灌注 工厂
mekanism:machineblock:6, 高级 锯割 工厂
mekanism:machineblock:7, 精英 熔炼 工厂
mekanism:machineblock:7, 精英 富集 工厂
mekanism:machineblock:7, 精英 粉碎 工厂
mekanism:machineblock:7, 精英 压缩 工厂
mekanism:machineblock:7, 精英 融合 工厂
mekanism:machineblock:7, 精英 提纯 工厂
mekanism:machineblock:7, 精英 压射 工厂
mekanism:machineblock:7, 精英 灌注 工厂
mekanism:machineblock:7, 精英 锯割 工厂
mekanism:machineblock:8, 冶金灌注机
mekanism:machineblock:9, 净化仓
mekanism:machineblock:10, 充能冶炼炉
mekanism:machineblock:11, 传送机
mekanism:machineblock:12, 电动泵
mekanism:machineblock:13, 私人箱子
mekanism:machineblock:14, 充电台
mekanism:machineblock:15, 物流整理机
mekanism:machineblock2:0, 回旋式气液转换机
mekanism:machineblock2:1, 化学氧化机
mekanism:machineblock2:2, 化学灌注器
mekanism:machineblock2:3, 化学压射室
mekanism:machineblock2:4, 电解分离器
mekanism:machineblock2:5, 精密锯木机
mekanism:machineblock2:6, 化学溶解室
mekanism:machineblock2:7, 化学清洗机
mekanism:machineblock2:8, 化学结晶器
mekanism:machineblock2:9, 地震振动器
mekanism:machineblock2:10, 加压反应室
mekanism:machineblock2:11, 基础液体储罐
mekanism:machineblock2:11, 高级液体储罐
mekanism:machineblock2:11, 精英液体储罐
mekanism:machineblock2:11, 终极液体储罐
mekanism:machineblock2:11, 创造液体储罐
mekanism:machineblock2:12, 流体装填机
mekanism:machineblock2:13, 激光
mekanism:machineblock2:14, 激光增幅器
mekanism:machineblock2:15, 激光牵引光束
mekanism:machineblock3:0, 量子传送装置
mekanism:machineblock3:1, 太阳能中子活化器
mekanism:machineblock3:3, 矿典转换器
mekanism:machineblock3:4, 电阻加热装置
mekanism:machineblock3:5, 公式装配器
mekanism:machineblock3:6, 木料加热器
mekanism:oreblock:0, 锇矿石
mekanism:oreblock:1, 铜矿石
mekanism:oreblock:2, 锡矿石
mekanism:energycube:0, 基础能量立方
mekanism:energycube:0, 基础能量立方
mekanism:energycube:0, 高级能量立方
mekanism:energycube:0, 高级能量立方
mekanism:energycube:0, 精英能量立方
mekanism:energycube:0, 精英能量立方
mekanism:energycube:0, 终极能量立方
mekanism:energycube:0, 终极能量立方
mekanism:energycube:0, 创造能量立方
mekanism:energycube:0, 创造能量立方
mekanism:transmitter:0, 基础通用线缆
mekanism:transmitter:0, 高级通用线缆
mekanism:transmitter:0, 精英通用线缆
mekanism:transmitter:0, 终极通用线缆
mekanism:transmitter:1, 基础机械管道
mekanism:transmitter:1, 高级机械管道
mekanism:transmitter:1, 精英机械管道
mekanism:transmitter:1, 终极机械管道
mekanism:transmitter:2, 基础加压管道
mekanism:transmitter:2, 高级加压管道
mekanism:transmitter:2, 精英加压管道
mekanism:transmitter:2, 终极加压管道
mekanism:transmitter:3, 基础物流管道
mekanism:transmitter:3, 高级物流管道
mekanism:transmitter:3, 精英物流管道
mekanism:transmitter:3, 终极物流管道
mekanism:transmitter:4, 限制传送管道
mekanism:transmitter:5, 转移传送管道
mekanism:transmitter:6, 基础热导线缆
mekanism:transmitter:6, 高级热导线缆
mekanism:transmitter:6, 精英热导线缆
mekanism:transmitter:6, 终极热导线缆
mekanism:obsidiantnt, 黑曜石 TNT
mekanism:boundingblock, 绑定方块
mekanism:gastank:0, 基础气体储罐
mekanism:gastank:0, 高级气体储罐
mekanism:gastank:0, 精英气体储罐
mekanism:gastank:0, 终极气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:cardboardbox, 纸箱
mekanism:glowpanel:0, §8黑色 发光面板
mekanism:glowpanel:1, §c红色 发光面板
mekanism:glowpanel:2, §2绿色 发光面板
mekanism:glowpanel:3, §6棕色 发光面板
mekanism:glowpanel:4, §1蓝色 发光面板
mekanism:glowpanel:5, §5紫色 发光面板
mekanism:glowpanel:6, §3青色 发光面板
mekanism:glowpanel:7, §7淡灰色 发光面板
mekanism:glowpanel:8, §8灰色 发光面板
mekanism:glowpanel:9, §d粉色 发光面板
mekanism:glowpanel:10, §a黄绿色 发光面板
mekanism:glowpanel:11, §e黄色 发光面板
mekanism:glowpanel:12, §9淡蓝色 发光面板
mekanism:glowpanel:13, §d品红色 发光面板
mekanism:glowpanel:14, §6橙色 发光面板
mekanism:glowpanel:15, §f白色 发光面板
mekanism:plasticblock:0, §8黑色 塑料方块
mekanism:plasticblock:1, §c红色 塑料方块
mekanism:plasticblock:2, §2绿色 塑料方块
mekanism:plasticblock:3, §6棕色 塑料方块
mekanism:plasticblock:4, §1蓝色 塑料方块
mekanism:plasticblock:5, §5紫色 塑料方块
mekanism:plasticblock:6, §3青色 塑料方块
mekanism:plasticblock:7, §7淡灰色 塑料方块
mekanism:plasticblock:8, §8灰色 塑料方块
mekanism:plasticblock:9, §d粉色 塑料方块
mekanism:plasticblock:10, §a黄绿色 塑料方块
mekanism:plasticblock:11, §e黄色 塑料方块
mekanism:plasticblock:12, §9淡蓝色 塑料方块
mekanism:plasticblock:13, §d品红色 塑料方块
mekanism:plasticblock:14, §6橙色 塑料方块
mekanism:plasticblock:15, §f白色 塑料方块
mekanism:slickplasticblock:0, §8黑色 光滑塑料方块
mekanism:slickplasticblock:1, §c红色 光滑塑料方块
mekanism:slickplasticblock:2, §2绿色 光滑塑料方块
mekanism:slickplasticblock:3, §6棕色 光滑塑料方块
mekanism:slickplasticblock:4, §1蓝色 光滑塑料方块
mekanism:slickplasticblock:5, §5紫色 光滑塑料方块
mekanism:slickplasticblock:6, §3青色 光滑塑料方块
mekanism:slickplasticblock:7, §7淡灰色 光滑塑料方块
mekanism:slickplasticblock:8, §8灰色 光滑塑料方块
mekanism:slickplasticblock:9, §d粉色 光滑塑料方块
mekanism:slickplasticblock:10, §a黄绿色 光滑塑料方块
mekanism:slickplasticblock:11, §e黄色 光滑塑料方块
mekanism:slickplasticblock:12, §9淡蓝色 光滑塑料方块
mekanism:slickplasticblock:13, §d品红色 光滑塑料方块
mekanism:slickplasticblock:14, §6橙色 光滑塑料方块
mekanism:slickplasticblock:15, §f白色 光滑塑料方块
mekanism:glowplasticblock:0, §8黑色 塑料荧光方块
